trader_name,source,section,rank,est. % return,# of holdings,est. stock aum (usd),page,scraped_at
"Retirement Planning Co of New England, Inc.",quiver,institutional_13f,1562,+11.49%,217,"$222,783,622",1,2025-10-14T11-57-48Z
"AFFINITY INVESTMENT ADVISORS, LLC",quiver,institutional_13f,1563,+11.49%,124,"$137,556,373",1,2025-10-14T11-57-48Z
"HERBST GROUP, LLC",quiver,institutional_13f,1564,+11.49%,47,"$153,804,906",1,2025-10-14T11-57-48Z
Man Group plc,quiver,institutional_13f,1565,+11.49%,1682,"$45,529,573,183",1,2025-10-14T11-57-48Z
"Stonepine Capital Management, LLC",quiver,institutional_13f,1566,+11.48%,36,"$65,802,185",1,2025-10-14T11-57-48Z
"DSG Capital Advisors, LLC",quiver,institutional_13f,1567,+11.48%,114,"$588,722,825",1,2025-10-14T11-57-48Z
CANTILLON CAPITAL MANAGEMENT LLC,quiver,institutional_13f,1568,+11.48%,33,"$15,960,741,394",1,2025-10-14T11-57-48Z
"SCOPUS ASSET MANAGEMENT, L.P.",quiver,institutional_13f,1569,+11.47%,123,"$3,432,383,019",1,2025-10-14T11-57-48Z
SEVEN MILE ADVISORY,quiver,institutional_13f,1570,+11.47%,165,"$172,072,564",1,2025-10-14T11-57-48Z
Silverberg Bernstein Capital Management LLC,quiver,institutional_13f,1571,+11.47%,58,"$144,725,738",1,2025-10-14T11-57-48Z
Hengistbury Investment Partners LLP,quiver,institutional_13f,1572,+11.46%,3,"$159,834,255",1,2025-10-14T11-57-48Z
"MONIMUS CAPITAL MANAGEMENT, LP",quiver,institutional_13f,1573,+11.46%,43,"$116,960,599",1,2025-10-14T11-57-48Z
"Colonial River Investments, LLC",quiver,institutional_13f,1574,+11.46%,204,"$234,640,657",1,2025-10-14T11-57-48Z
MERITAGE PORTFOLIO MANAGEMENT,quiver,institutional_13f,1575,+11.45%,291,"$1,605,817,548",1,2025-10-14T11-57-48Z
"McHugh Group, LLC",quiver,institutional_13f,1576,+11.45%,64,"$143,124,040",1,2025-10-14T11-57-48Z
ING GROEP NV,quiver,institutional_13f,1577,+11.45%,420,"$16,136,181,045",1,2025-10-14T11-57-48Z
"Tamar Securities, LLC",quiver,institutional_13f,1578,+11.45%,64,"$814,019,996",1,2025-10-14T11-57-48Z
"Cobler Capital Management, LLC",quiver,institutional_13f,1579,+11.45%,43,"$90,026,791",1,2025-10-14T11-57-48Z
"Westover Capital Advisors, LLC",quiver,institutional_13f,1580,+11.45%,207,"$489,891,266",1,2025-10-14T11-57-48Z
Fullerton Fund Management Co Ltd.,quiver,institutional_13f,1581,+11.44%,95,"$2,549,776,387",1,2025-10-14T11-57-48Z
Maven Securities LTD,quiver,institutional_13f,1582,+11.43%,170,"$386,098,486",1,2025-10-14T11-57-48Z
"StoneCrest Wealth Management, Inc.",quiver,institutional_13f,1583,+11.43%,54,"$171,181,110",1,2025-10-14T11-57-48Z
Belvedere Trading LLC,quiver,institutional_13f,1584,+11.42%,123,"$1,149,748,226",1,2025-10-14T11-57-48Z
Independent Advisor Alliance,quiver,institutional_13f,1585,+11.40%,782,"$3,464,534,973",1,2025-10-14T11-57-48Z
"WESTBOURNE INVESTMENTS, INC.",quiver,institutional_13f,1586,+11.40%,128,"$181,495,618",1,2025-10-14T11-57-48Z
SHELTON CAPITAL MANAGEMENT,quiver,institutional_13f,1587,+11.40%,659,"$4,383,257,629",1,2025-10-14T11-57-48Z
GLOBALT Investments LLC | GA,quiver,institutional_13f,1588,+11.40%,191,"$2,260,323,006",1,2025-10-14T11-57-48Z
"CULTIVAR CAPITAL, INC.",quiver,institutional_13f,1589,+11.39%,35,"$135,114,231",1,2025-10-14T11-57-48Z
LOOMIS SAYLES & CO L P,quiver,institutional_13f,1590,+11.39%,590,"$77,126,607,979",1,2025-10-14T11-57-48Z
NEOS Investment Management LLC,quiver,institutional_13f,1591,+11.38%,558,"$8,012,668,211",1,2025-10-14T11-57-48Z
"Rollins Financial Advisors, LLC",quiver,institutional_13f,1592,+11.38%,125,"$648,626,879",1,2025-10-14T11-57-48Z
"BYRNE FINANCIAL FREEDOM, LLC",quiver,institutional_13f,1593,+11.38%,98,"$218,534,353",1,2025-10-14T11-57-48Z
STONERIDGE INVESTMENT PARTNERS LLC,quiver,institutional_13f,1594,+11.38%,109,"$134,894,878",1,2025-10-14T11-57-48Z
"Carter Financial Group, INC.",quiver,institutional_13f,1595,+11.38%,101,"$131,881,448",1,2025-10-14T11-57-48Z
"Guardian Wealth Management, Inc.",quiver,institutional_13f,1596,+11.38%,59,"$155,056,984",1,2025-10-14T11-57-48Z
READYSTATE ASSET MANAGEMENT LP,quiver,institutional_13f,1597,+11.36%,448,"$1,186,236,225",1,2025-10-14T11-57-48Z
NJ State Employees Deferred Compensation Plan,quiver,institutional_13f,1598,+11.36%,401,"$852,003,666",1,2025-10-14T11-57-48Z
BRUNI J V & CO |CO,quiver,institutional_13f,1599,+11.35%,29,"$978,854,405",1,2025-10-14T11-57-48Z
Mirabaud & Cie SA,quiver,institutional_13f,1600,+11.35%,59,"$327,304,494",1,2025-10-14T11-57-48Z
"Grandeur Peak Global Advisors, LLC",quiver,institutional_13f,1601,+11.35%,96,"$757,546,803",1,2025-10-14T11-57-48Z
PUBLIC SECTOR PENSION INVESTMENT BOARD,quiver,institutional_13f,1602,+11.35%,1101,"$23,313,211,100",1,2025-10-14T11-57-48Z
Act Two Investors LLC,quiver,institutional_13f,1603,+11.35%,33,"$500,951,555",1,2025-10-14T11-57-48Z
"Arkfeld Wealth Strategies, L.L.C.",quiver,institutional_13f,1604,+11.35%,95,"$204,799,043",1,2025-10-14T11-57-48Z
BUILDER INVESTMENT GROUP INC |ADV,quiver,institutional_13f,1605,+11.34%,97,"$421,161,786",1,2025-10-14T11-57-48Z
"SIG BROKERAGE, LP",quiver,institutional_13f,1606,+11.34%,218,"$388,057,514",1,2025-10-14T11-57-48Z
"Northstar Advisory Group, LLC",quiver,institutional_13f,1607,+11.34%,93,"$208,106,978",1,2025-10-14T11-57-48Z
"Independent Family Office, LLC",quiver,institutional_13f,1608,+11.34%,72,"$224,608,059",1,2025-10-14T11-57-48Z
Tree Line Advisors (Hong Kong) Ltd.,quiver,institutional_13f,1609,+11.34%,3,"$361,278,000",1,2025-10-14T11-57-48Z
MONETARY MANAGEMENT GROUP INC,quiver,institutional_13f,1610,+11.34%,258,"$400,346,322",1,2025-10-14T11-57-48Z
Working Capital Advisors (UK) Ltd.,quiver,institutional_13f,1611,+11.33%,3,"$80,843,023",1,2025-10-14T11-57-48Z
"Key Client Fiduciary Advisors, LLC",quiver,institutional_13f,1612,+11.32%,179,"$241,838,479",1,2025-10-14T11-57-48Z
"Orca Wealth Management, LLC",quiver,institutional_13f,1613,+11.32%,58,"$122,337,706",1,2025-10-14T11-57-48Z
"National Wealth Management Group, LLC",quiver,institutional_13f,1614,+11.32%,146,"$161,339,751",1,2025-10-14T11-57-48Z
"SHARIAPORTFOLIO, INC.",quiver,institutional_13f,1615,+11.31%,20,"$200,575,993",1,2025-10-14T11-57-48Z
"Altimeter Capital Management, LP",quiver,institutional_13f,1616,+11.31%,17,"$6,140,201,351",1,2025-10-14T11-57-48Z
"INSIGNEO ADVISORY SERVICES, LLC",quiver,institutional_13f,1617,+11.31%,547,"$1,139,367,373",1,2025-10-14T11-57-48Z
"Reliant Investment Management, LLC",quiver,institutional_13f,1618,+11.31%,52,"$228,448,924",1,2025-10-14T11-57-48Z
PROVIDENT TRUST CO,quiver,institutional_13f,1619,+11.30%,21,"$5,680,295,556",1,2025-10-14T11-57-48Z
MCCARTER PRIVATE WEALTH SERVICES LLC,quiver,institutional_13f,1620,+11.30%,108,"$182,963,187",1,2025-10-14T11-57-48Z
"DRIVE WEALTH MANAGEMENT, LLC",quiver,institutional_13f,1621,+11.30%,316,"$460,186,189",1,2025-10-14T11-57-48Z
DELTA CAPITAL MANAGEMENT LLC,quiver,institutional_13f,1622,+11.30%,95,"$285,630,928",1,2025-10-14T11-57-48Z
"PFG Investments, LLC",quiver,institutional_13f,1623,+11.30%,908,"$1,683,726,348",1,2025-10-14T11-57-48Z
"Private Capital Advisors, Inc.",quiver,institutional_13f,1624,+11.30%,65,"$834,109,450",1,2025-10-14T11-57-48Z
"JCP Investment Management, LLC",quiver,institutional_13f,1625,+11.30%,17,"$164,203,161",1,2025-10-14T11-57-48Z
Supplemental Annuity Collective Trust of NJ,quiver,institutional_13f,1626,+11.29%,192,"$360,763,604",1,2025-10-14T11-57-48Z
"Bell & Brown Wealth Advisors, LLC",quiver,institutional_13f,1627,+11.29%,66,"$289,348,692",1,2025-10-14T11-57-48Z
"BLODGETT WEALTH ADVISORS, LLC",quiver,institutional_13f,1628,+11.29%,59,"$137,770,691",1,2025-10-14T11-57-48Z
Skerryvore Asset Management Ltd,quiver,institutional_13f,1629,+11.28%,6,"$132,988,768",1,2025-10-14T11-57-48Z
ASHFORD CAPITAL MANAGEMENT INC,quiver,institutional_13f,1630,+11.28%,85,"$675,933,346",1,2025-10-14T11-57-48Z
Capstone Wealth Management Group LLC,quiver,institutional_13f,1631,+11.26%,98,"$138,029,468",1,2025-10-14T11-57-48Z
"WULFF, HANSEN & CO.",quiver,institutional_13f,1632,+11.26%,91,"$113,538,990",1,2025-10-14T11-57-48Z
"Uniting Wealth Partners, LLC",quiver,institutional_13f,1633,+11.26%,104,"$240,275,811",1,2025-10-14T11-57-48Z
"East Coast Asset Management, LLC.",quiver,institutional_13f,1634,+11.26%,63,"$237,558,309",1,2025-10-14T11-57-48Z
Narwhal Capital Management,quiver,institutional_13f,1635,+11.26%,149,"$1,268,724,203",1,2025-10-14T11-57-48Z
"SMI Advisory Services, LLC",quiver,institutional_13f,1636,+11.25%,41,"$258,380,586",1,2025-10-14T11-57-48Z
"AXQ CAPITAL, LP",quiver,institutional_13f,1637,+11.25%,490,"$299,954,030",1,2025-10-14T11-57-48Z
"SEGALL BRYANT & HAMILL, LLC",quiver,institutional_13f,1638,+11.25%,520,"$7,037,647,447",1,2025-10-14T11-57-48Z
"THOMPSON INVESTMENT MANAGEMENT, INC.",quiver,institutional_13f,1639,+11.25%,384,"$698,818,177",1,2025-10-14T11-57-48Z
"Bradley & Co. Private Wealth Management, LLC",quiver,institutional_13f,1640,+11.24%,180,"$162,723,890",1,2025-10-14T11-57-48Z
Heartwood Wealth Advisors LLC,quiver,institutional_13f,1641,+11.24%,171,"$965,810,066",1,2025-10-14T11-57-48Z
"METEORA CAPITAL, LLC",quiver,institutional_13f,1642,+11.24%,17,"$36,522,992",1,2025-10-14T11-57-48Z
Matthew 25 Management Corp,quiver,institutional_13f,1643,+11.24%,17,"$294,363,190",1,2025-10-14T11-57-48Z
Iron Gate Global Advisors LLC,quiver,institutional_13f,1644,+11.24%,80,"$799,824,624",1,2025-10-14T11-57-48Z
HighPoint Advisor Group LLC,quiver,institutional_13f,1645,+11.23%,591,"$1,910,514,140",1,2025-10-14T11-57-48Z
BANK OF MONTREAL |CAN|,quiver,institutional_13f,1646,+11.23%,2616,"$200,139,423,132",1,2025-10-14T11-57-48Z
"Simcoe Capital Management, LLC",quiver,institutional_13f,1647,+11.23%,18,"$565,645,246",1,2025-10-14T11-57-48Z
"Audent Global Asset Management, LLC",quiver,institutional_13f,1648,+11.22%,49,"$145,860,518",1,2025-10-14T11-57-48Z
CAPITAL MANAGEMENT ASSOCIATES |NY|,quiver,institutional_13f,1649,+11.22%,37,"$53,824,004",1,2025-10-14T11-57-48Z
"ABLES, IANNONE, MOORE & ASSOCIATES, INC.",quiver,institutional_13f,1650,+11.22%,51,"$168,558,307",1,2025-10-14T11-57-48Z
"Watchtower Advisors, LP",quiver,institutional_13f,1651,+11.22%,16,"$169,224,203",1,2025-10-14T11-57-48Z
Hudson Canyon Capital Management,quiver,institutional_13f,1652,+11.22%,49,"$162,305,048",1,2025-10-14T11-57-48Z
SCHOOL EMPLOYEES RETIREMENT BOARD OF OHIO,quiver,institutional_13f,1653,+11.21%,4,"$191,966,579",1,2025-10-14T11-57-48Z
Claret Asset Management Corp,quiver,institutional_13f,1654,+11.21%,401,"$676,226,321",1,2025-10-14T11-57-48Z
"GFS Advisors, LLC",quiver,institutional_13f,1655,+11.21%,142,"$783,937,033",1,2025-10-14T11-57-48Z
MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT LLC,quiver,institutional_13f,1656,+11.20%,33,"$463,221,770",1,2025-10-14T11-57-48Z
FIL Ltd,quiver,institutional_13f,1657,+11.20%,827,"$107,371,112,592",1,2025-10-14T11-57-48Z
SECTOR GAMMA AS,quiver,institutional_13f,1658,+11.20%,33,"$298,709,168",1,2025-10-14T11-57-48Z
LGT CAPITAL PARTNERS LTD.,quiver,institutional_13f,1659,+11.20%,46,"$2,452,887,698",1,2025-10-14T11-57-48Z
MONETTA FINANCIAL SERVICES INC,quiver,institutional_13f,1660,+11.19%,52,"$143,297,431",1,2025-10-14T11-57-48Z
"Millstone Evans Group, LLC",quiver,institutional_13f,1661,+11.18%,677,"$144,853,034",1,2025-10-14T11-57-48Z
"HARBOR CAPITAL ADVISORS, INC.",quiver,institutional_13f,1662,+11.18%,1234,"$2,292,253,577",1,2025-10-14T11-57-48Z
"GUERRA PAN ADVISORS, LLC",quiver,institutional_13f,1663,+11.17%,106,"$159,027,003",1,2025-10-14T11-57-48Z
"Finer Wealth Management, Inc.",quiver,institutional_13f,1664,+11.16%,75,"$181,556,039",1,2025-10-14T11-57-48Z
University of Illinois Foundation,quiver,institutional_13f,1665,+11.16%,14,"$276,859,692",1,2025-10-14T11-57-48Z
Swiss National Bank,quiver,institutional_13f,1666,+11.16%,2017,"$164,856,637,015",1,2025-10-14T11-57-48Z
MCINTYRE FREEDMAN & FLYNN INVESTMENT ADVISERS INC,quiver,institutional_13f,1667,+11.15%,59,"$150,025,836",1,2025-10-14T11-57-48Z
"Inspire Investing, LLC",quiver,institutional_13f,1668,+11.15%,773,"$909,482,115",1,2025-10-14T11-57-48Z
WESBANCO BANK INC,quiver,institutional_13f,1669,+11.15%,578,"$3,418,221,142",1,2025-10-14T11-57-48Z
Mechanics Financial Corp,quiver,institutional_13f,1670,+11.15%,229,"$250,098,920",1,2025-10-14T11-57-48Z
"Modus Advisors, LLC",quiver,institutional_13f,1671,+11.14%,96,"$325,835,104",1,2025-10-14T11-57-48Z
HITE Hedge Asset Management LLC,quiver,institutional_13f,1672,+11.14%,102,"$1,746,965,220",1,2025-10-14T11-57-48Z
De Lisle Partners LLP,quiver,institutional_13f,1673,+11.14%,152,"$637,373,777",1,2025-10-14T11-57-48Z
CPR Investments Inc.,quiver,institutional_13f,1674,+11.14%,37,"$93,995,306",1,2025-10-14T11-57-48Z
"CERTUITY, LLC",quiver,institutional_13f,1675,+11.14%,390,"$1,082,506,445",1,2025-10-14T11-57-48Z
"PHYSICIANS FINANCIAL SERVICES, INC.",quiver,institutional_13f,1676,+11.14%,102,"$349,341,925",1,2025-10-14T11-57-48Z
Busey Bank,quiver,institutional_13f,1677,+11.13%,334,"$3,191,127,429",1,2025-10-14T11-57-48Z
JANUS HENDERSON GROUP PLC,quiver,institutional_13f,1678,+11.13%,2231,"$208,227,625,840",1,2025-10-14T11-57-48Z
"Black Swift Group, LLC",quiver,institutional_13f,1679,+11.13%,85,"$478,434,128",1,2025-10-14T11-57-48Z
"ATALANTA SOSNOFF CAPITAL, LLC",quiver,institutional_13f,1680,+11.13%,99,"$4,959,081,889",1,2025-10-14T11-57-48Z
"Rothschild Capital Partners, LLC",quiver,institutional_13f,1681,+11.12%,87,"$394,582,014",1,2025-10-14T11-57-48Z
"SECURED RETIREMENT ADVISORS, LLC",quiver,institutional_13f,1682,+11.12%,99,"$157,361,086",1,2025-10-14T11-57-48Z
"EAGLE ROCK INVESTMENT COMPANY, LLC",quiver,institutional_13f,1683,+11.12%,144,"$616,754,512",1,2025-10-14T11-57-48Z
"GLENVIEW CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,1684,+11.12%,37,"$3,432,600,419",1,2025-10-14T11-57-48Z
"Bienville Capital Management, LLC",quiver,institutional_13f,1685,+11.11%,59,"$449,891,626",1,2025-10-14T11-57-48Z
"Aurora Investment Managers, LLC.",quiver,institutional_13f,1686,+11.11%,46,"$161,288,464",1,2025-10-14T11-57-48Z
SCHNIEDERS CAPITAL MANAGEMENT LLC,quiver,institutional_13f,1687,+11.11%,203,"$582,170,916",1,2025-10-14T11-57-48Z
LOS ANGELES CAPITAL MANAGEMENT LLC,quiver,institutional_13f,1688,+11.11%,1172,"$27,027,961,670",1,2025-10-14T11-57-48Z
"SteelPeak Wealth, LLC",quiver,institutional_13f,1689,+11.11%,462,"$2,608,995,309",1,2025-10-14T11-57-48Z
GUARDIAN CAPITAL LP,quiver,institutional_13f,1690,+11.11%,123,"$2,866,687,982",1,2025-10-14T11-57-48Z
"Trek Financial, LLC",quiver,institutional_13f,1691,+11.11%,362,"$1,489,178,114",1,2025-10-14T11-57-48Z
OFI INVEST ASSET MANAGEMENT,quiver,institutional_13f,1692,+11.10%,264,"$4,668,254,449",1,2025-10-14T11-57-48Z
Longbow Finance SA,quiver,institutional_13f,1693,+11.10%,63,"$917,015,254",1,2025-10-14T11-57-48Z
CENTRAL TRUST Co,quiver,institutional_13f,1694,+11.09%,1281,"$4,546,771,425",1,2025-10-14T11-57-48Z
Avalon Global Asset Management LLC,quiver,institutional_13f,1695,+11.09%,24,"$366,510,949",1,2025-10-14T11-57-48Z
MPM ASSET MANAGEMENT LLC,quiver,institutional_13f,1696,+11.09%,5,"$44,959,799",1,2025-10-14T11-57-48Z
1492 Capital Management LLC,quiver,institutional_13f,1697,+11.09%,97,"$191,158,112",1,2025-10-14T11-57-48Z
"B. Riley Wealth Advisors, Inc.",quiver,institutional_13f,1698,+11.08%,850,"$2,024,462,540",1,2025-10-14T11-57-48Z
SYSTEMATIC FINANCIAL MANAGEMENT LP,quiver,institutional_13f,1699,+11.07%,216,"$3,658,374,807",1,2025-10-14T11-57-48Z
"Glassy Mountain Advisors, Inc.",quiver,institutional_13f,1700,+11.07%,58,"$309,483,397",1,2025-10-14T11-57-48Z
"Riverstone Advisors, LLC",quiver,institutional_13f,1701,+11.07%,58,"$190,156,889",1,2025-10-14T11-57-48Z
"MIG Capital, LLC",quiver,institutional_13f,1702,+11.07%,46,"$807,107,559",1,2025-10-14T11-57-48Z
HEARTLAND ADVISORS INC,quiver,institutional_13f,1703,+11.07%,197,"$1,763,476,267",1,2025-10-14T11-57-48Z
CIBC Asset Management Inc,quiver,institutional_13f,1704,+11.07%,1146,"$33,476,861,096",1,2025-10-14T11-57-48Z
"ARIEL INVESTMENTS, LLC",quiver,institutional_13f,1705,+11.07%,91,"$8,080,978,864",1,2025-10-14T11-57-48Z
Alteri Wealth LLC,quiver,institutional_13f,1706,+11.06%,253,"$266,712,077",1,2025-10-14T11-57-48Z
Allie Family Office LLC,quiver,institutional_13f,1707,+11.06%,89,"$230,508,885",1,2025-10-14T11-57-48Z
PMC FIG Opportunities LLC,quiver,institutional_13f,1708,+11.06%,28,"$64,444,759",1,2025-10-14T11-57-48Z
"Lewis Asset Management, LLC",quiver,institutional_13f,1709,+11.05%,167,"$212,152,488",1,2025-10-14T11-57-48Z
"MANAGED ASSET PORTFOLIOS, LLC",quiver,institutional_13f,1710,+11.04%,42,"$678,807,804",1,2025-10-14T11-57-48Z
D L CARLSON INVESTMENT GROUP INC,quiver,institutional_13f,1711,+11.04%,118,"$513,112,298",1,2025-10-14T11-57-48Z
"SITTNER & NELSON, LLC",quiver,institutional_13f,1712,+11.03%,444,"$222,931,565",1,2025-10-14T11-57-48Z
Oxinas Partners Wealth Management LLC,quiver,institutional_13f,1713,+11.03%,114,"$190,235,740",1,2025-10-14T11-57-48Z
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",quiver,institutional_13f,1714,+11.03%,638,"$11,397,149,643",1,2025-10-14T11-57-48Z
Crake Asset Management LLP,quiver,institutional_13f,1715,+11.03%,18,"$2,004,986,385",1,2025-10-14T11-57-48Z
Zurich Insurance Group Ltd|FI,quiver,institutional_13f,1716,+11.03%,237,"$12,897,823,105",1,2025-10-14T11-57-48Z
Yahav Achim Ve Achayot - Provident Funds Management Co Ltd.,quiver,institutional_13f,1717,+11.03%,17,"$32,774,054",1,2025-10-14T11-57-48Z
"Sumitomo Mitsui Trust Group, Inc.",quiver,institutional_13f,1718,+11.02%,910,"$159,467,693,416",1,2025-10-14T11-57-48Z
CAUSEWAY CAPITAL MANAGEMENT LLC,quiver,institutional_13f,1719,+11.02%,90,"$4,606,541,704",1,2025-10-14T11-57-48Z
GUARDIAN INVESTMENT MANAGEMENT,quiver,institutional_13f,1720,+11.02%,49,"$107,468,006",1,2025-10-14T11-57-48Z
Cox Capital Mgt LLC,quiver,institutional_13f,1721,+11.01%,54,"$146,903,290",1,2025-10-14T11-57-48Z
"XPONANCE, INC.",quiver,institutional_13f,1722,+11.01%,1367,"$11,947,853,012",1,2025-10-14T11-57-48Z
UBS Group AG,quiver,institutional_13f,1723,+11.00%,5700,"$474,059,789,053",1,2025-10-14T11-57-48Z
Bernard Wealth Management Corp.,quiver,institutional_13f,1724,+11.00%,276,"$227,348,831",1,2025-10-14T11-57-48Z
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",quiver,institutional_13f,1725,+11.00%,1068,"$27,500,334,102",1,2025-10-14T11-57-48Z
CIM INVESTMENT MANAGEMENT INC,quiver,institutional_13f,1726,+11.00%,235,"$540,780,075",1,2025-10-14T11-57-48Z
Cypress Capital Management LLC (WY),quiver,institutional_13f,1727,+10.99%,151,"$96,796,953",1,2025-10-14T11-57-48Z
"Private Wealth Partners, LLC",quiver,institutional_13f,1728,+10.99%,149,"$1,328,970,897",1,2025-10-14T11-57-48Z
"CARRET ASSET MANAGEMENT, LLC",quiver,institutional_13f,1729,+10.99%,239,"$920,529,922",1,2025-10-14T11-57-48Z
"Apollo Management Holdings, L.P.",quiver,institutional_13f,1730,+10.99%,39,"$6,740,387,638",1,2025-10-14T11-57-48Z
"Cove Private Wealth, LLC",quiver,institutional_13f,1731,+10.98%,148,"$296,430,531",1,2025-10-14T11-57-48Z
"LORD, ABBETT & CO. LLC",quiver,institutional_13f,1732,+10.97%,358,"$28,143,526,682",1,2025-10-14T11-57-48Z
Carmignac Gestion,quiver,institutional_13f,1733,+10.97%,95,"$6,012,718,985",1,2025-10-14T11-57-48Z
"Kamunting Street Capital Management, L.P.",quiver,institutional_13f,1734,+10.97%,13,"$93,227,508",1,2025-10-14T11-57-48Z
Parisi Gray Wealth Management,quiver,institutional_13f,1735,+10.96%,109,"$360,745,758",1,2025-10-14T11-57-48Z
NRI Wealth Management LC,quiver,institutional_13f,1736,+10.96%,28,"$169,951,914",1,2025-10-14T11-57-48Z
"Ariadne Wealth Management, LP",quiver,institutional_13f,1737,+10.96%,224,"$206,666,646",1,2025-10-14T11-57-48Z
"Clay Northam Wealth Management, LLC",quiver,institutional_13f,1738,+10.96%,87,"$163,008,356",1,2025-10-14T11-57-48Z
"Optas, LLC",quiver,institutional_13f,1739,+10.96%,326,"$524,363,363",1,2025-10-14T11-57-48Z
"Reliant Investment Partners, LLC",quiver,institutional_13f,1740,+10.96%,102,"$119,127,283",1,2025-10-14T11-57-48Z
Police & Firemen's Retirement System of New Jersey,quiver,institutional_13f,1741,+10.96%,2525,"$10,148,979,443",1,2025-10-14T11-57-48Z
Aufman Associates Inc,quiver,institutional_13f,1742,+10.96%,60,"$172,281,581",1,2025-10-14T11-57-48Z
"TIFF ADVISORY SERVICES, LLC",quiver,institutional_13f,1743,+10.95%,18,"$460,641,331",1,2025-10-14T11-57-48Z
First Washington CORP,quiver,institutional_13f,1744,+10.95%,47,"$310,745,709",1,2025-10-14T11-57-48Z
"Purus Wealth Management, LLC",quiver,institutional_13f,1745,+10.95%,112,"$280,774,204",1,2025-10-14T11-57-48Z
Gold Investment Management Ltd.,quiver,institutional_13f,1746,+10.94%,186,"$268,634,634",1,2025-10-14T11-57-48Z
NWAM LLC,quiver,institutional_13f,1747,+10.94%,475,"$1,200,599,330",1,2025-10-14T11-57-48Z
"Faithward Advisors, LLC",quiver,institutional_13f,1748,+10.94%,248,"$655,168,714",1,2025-10-14T11-57-48Z
FIRST MANHATTAN CO. LLC.,quiver,institutional_13f,1749,+10.94%,615,"$24,045,587,178",1,2025-10-14T11-57-48Z
"D. SCOTT NEAL, INC.",quiver,institutional_13f,1750,+10.93%,54,"$216,357,459",1,2025-10-14T11-57-48Z
Lipe & Dalton,quiver,institutional_13f,1751,+10.93%,80,"$185,305,583",1,2025-10-14T11-57-48Z
Intermede Investment Partners Ltd,quiver,institutional_13f,1752,+10.93%,26,"$2,800,754,055",1,2025-10-14T11-57-48Z
TOCQUEVILLE ASSET MANAGEMENT L.P.,quiver,institutional_13f,1753,+10.93%,476,"$6,613,515,610",1,2025-10-14T11-57-48Z
MUHLENKAMP & CO INC,quiver,institutional_13f,1754,+10.92%,24,"$304,033,825",1,2025-10-14T11-57-48Z
